group_sale_id,account_id,game_id,order_id,group_ticket_quantity,group_ticket_revenue,group_type,event_type,renewal_flag,upsell_flag,group_scan_rate,synthetic_data_flag
GRP_0000045,ACCT_00076,TP_2023_066,ORD_00339610,26,629.10,corporate,group_outing,True,False,0.9231,True
GRP_0000046,ACCT_00684,TP_2023_006,ORD_00339611,48,532.45,church,church_night,True,False,0.8542,True
GRP_0000047,ACCT_00275,TP_2025_057,ORD_00339612,61,696.32,local_business,team_event,False,True,0.9016,True
GRP_0000048,ACCT_00689,TP_2025_037,ORD_00339613,55,582.58,community_group,school_night,True,False,0.8364,True
GRP_0000049,ACCT_00876,TP_2023_069,ORD_00339614,47,725.71,community_group,youth_sports_night,True,False,0.7872,True
GRP_0000050,ACCT_00289,TP_2023_031,ORD_00339615,41,584.61,church,community_night,True,False,0.8780,True
GRP_0000051,ACCT_00046,TP_2025_005,ORD_00339616,34,366.70,youth_sports,youth_sports_night,True,False,0.8235,True
GRP_0000052,ACCT_01028,TP_2024_047,ORD_00339617,59,993.60,corporate,team_event,False,False,0.7627,True
GRP_0000053,ACCT_00716,TP_2023_022,ORD_00339618,42,1001.65,local_business,youth_sports_night,False,False,0.7143,True
GRP_0000054,ACCT_00955,TP_2024_069,ORD_00339619,68,1361.44,corporate,team_event,False,True,0.8676,True
GRP_0000055,ACCT_00163,TP_2024_021,ORD_00339620,43,416.34,church,church_night,True,False,0.7209,True
GRP_0000056,ACCT_00475,TP_2023_009,ORD_00339621,50,664.59,school,school_night,True,False,0.9000,True
GRP_0000057,ACCT_01060,TP_2024_005,ORD_00339622,39,590.99,healthcare,fundraiser,True,True,0.8462,True
GRP_0000058,ACCT_00433,TP_2024_015,ORD_00339623,43,758.38,healthcare,corporate_night,True,True,0.7907,True
GRP_0000059,ACCT_00945,TP_2023_021,ORD_00339624,50,429.55,local_business,community_night,False,True,0.9000,True
GRP_0000060,ACCT_00847,TP_2025_029,ORD_00339625,22,181.11,community_group,fundraiser,True,False,0.8636,True
GRP_0000061,ACCT_00512,TP_2024_058,ORD_00339626,31,772.11,corporate,corporate_night,True,True,0.8387,True
GRP_0000062,ACCT_00246,TP_2024_004,ORD_00339627,82,1350.82,corporate,group_outing,False,True,0.9268,True
GRP_0000063,ACCT_01180,TP_2024_026,ORD_00339628,40,509.55,corporate,team_event,False,True,0.8500,True
GRP_0000064,ACCT_01115,TP_2025_036,ORD_00339629,30,381.18,local_business,church_night,False,False,0.7000,True
GRP_0000065,ACCT_00863,TP_2025_029,ORD_00339630,19,197.60,local_business,fundraiser,False,False,0.7368,True
GRP_0000066,ACCT_00736,TP_2025_064,ORD_00339631,41,352.58,nonprofit,school_night,False,False,0.6098,True
GRP_0000067,ACCT_00675,TP_2025_003,ORD_00339632,59,1666.14,corporate,corporate_night,False,True,0.8475,True
GRP_0000068,ACCT_01136,TP_2025_024,ORD_00339633,41,419.43,corporate,group_outing,False,False,0.6341,True
GRP_0000069,ACCT_00474,TP_2023_052,ORD_00339634,91,1131.72,youth_sports,youth_sports_night,True,False,0.8132,True
GRP_0000070,ACCT_00568,TP_2025_053,ORD_00339635,77,871.02,corporate,group_outing,False,False,0.7403,True
GRP_0000071,ACCT_01108,TP_2024_053,ORD_00339636,36,258.45,local_business,corporate_night,False,True,0.8056,True
GRP_0000072,ACCT_00307,TP_2025_042,ORD_00339637,37,393.62,nonprofit,youth_sports_night,True,False,0.8378,True
GRP_0000073,ACCT_00585,TP_2023_045,ORD_00339638,35,650.90,school,fundraiser,True,False,0.7714,True
GRP_0000074,ACCT_00105,TP_2023_013,ORD_00339639,26,577.98,local_business,group_outing,True,False,0.8462,True
GRP_0000075,ACCT_01123,TP_2024_005,ORD_00339640,67,560.96,church,community_night,False,False,0.9403,True
GRP_0000076,ACCT_00116,TP_2023_053,ORD_00339641,67,906.70,church,group_outing,False,False,0.8806,True
GRP_0000077,ACCT_01163,TP_2025_012,ORD_00339642,30,283.61,corporate,corporate_night,True,True,0.9000,True
GRP_0000078,ACCT_00909,TP_2025_026,ORD_00339643,45,538.73,church,church_night,True,False,0.8444,True
GRP_0000079,ACCT_00875,TP_2024_043,ORD_00339644,80,1277.67,corporate,corporate_night,True,True,0.9125,True
GRP_0000080,ACCT_01150,TP_2025_033,ORD_00339645,53,467.95,community_group,fundraiser,True,False,0.7925,True
GRP_0000081,ACCT_00702,TP_2023_060,ORD_00339646,69,1408.25,corporate,corporate_night,True,True,0.8696,True
GRP_0000082,ACCT_01102,TP_2023_021,ORD_00339647,47,589.82,healthcare,group_outing,True,True,0.9362,True
GRP_0000083,ACCT_00366,TP_2024_024,ORD_00339648,44,340.85,church,church_night,True,False,0.8864,True
GRP_0000084,ACCT_00948,TP_2023_013,ORD_00339649,79,818.93,youth_sports,group_outing,True,False,0.9747,True
GRP_0000085,ACCT_01115,TP_2025_046,ORD_00339650,21,293.72,local_business,team_event,False,False,0.5714,True
GRP_0000086,ACCT_00433,TP_2023_005,ORD_00339651,30,401.74,healthcare,team_event,True,False,0.7333,True
GRP_0000087,ACCT_00753,TP_2025_066,ORD_00339652,71,939.19,corporate,group_outing,True,True,0.8873,True
GRP_0000088,ACCT_00594,TP_2023_004,ORD_00339653,44,745.56,school,school_night,False,False,0.8636,True
GRP_0000089,ACCT_00250,TP_2024_053,ORD_00339654,60,1145.23,community_group,youth_sports_night,False,False,0.6333,True
GRP_0000090,ACCT_00958,TP_2024_005,ORD_00339655,88,851.38,corporate,team_event,True,True,0.9205,True
GRP_0000091,ACCT_01079,TP_2024_066,ORD_00339656,79,929.60,church,church_night,False,False,0.8101,True
GRP_0000092,ACCT_01044,TP_2024_036,ORD_00339657,22,134.06,youth_sports,team_event,True,False,0.8636,True
GRP_0000093,ACCT_01131,TP_2024_016,ORD_00339658,50,1035.63,nonprofit,youth_sports_night,False,False,0.9600,True
GRP_0000094,ACCT_00794,TP_2023_034,ORD_00339659,38,304.32,youth_sports,youth_sports_night,True,False,0.8421,True
GRP_0000095,ACCT_00050,TP_2025_039,ORD_00339660,34,659.12,corporate,group_outing,True,True,0.7941,True
GRP_0000096,ACCT_01003,TP_2024_012,ORD_00339661,79,814.75,corporate,group_outing,True,True,0.8608,True
GRP_0000097,ACCT_00284,TP_2024_018,ORD_00339662,40,449.07,local_business,youth_sports_night,True,True,0.8750,True
GRP_0000098,ACCT_00412,TP_2024_055,ORD_00339663,80,1081.04,corporate,corporate_night,True,True,0.9250,True
GRP_0000099,ACCT_01106,TP_2023_039,ORD_00339664,55,931.27,church,church_night,True,False,0.8364,True
GRP_0000100,ACCT_00309,TP_2025_003,ORD_00339665,18,200.42,local_business,corporate_night,False,False,0.8333,True
GRP_0000101,ACCT_00728,TP_2024_018,ORD_00339666,60,684.19,youth_sports,team_event,False,False,0.9167,True
GRP_0000102,ACCT_00947,TP_2025_062,ORD_00339667,56,581.46,church,church_night,True,False,0.8393,True
GRP_0000103,ACCT_01080,TP_2025_035,ORD_00339668,114,2283.44,school,school_night,True,False,0.8596,True
GRP_0000104,ACCT_00006,TP_2024_019,ORD_00339669,119,1303.88,school,fundraiser,True,False,0.8151,True
GRP_0000105,ACCT_00408,TP_2023_053,ORD_00339670,43,570.22,corporate,team_event,True,True,0.7907,True
GRP_0000106,ACCT_00283,TP_2024_011,ORD_00339671,54,969.97,corporate,group_outing,True,True,0.8889,True
GRP_0000107,ACCT_00735,TP_2024_049,ORD_00339672,14,87.25,nonprofit,youth_sports_night,True,False,0.7857,True
GRP_0000108,ACCT_00642,TP_2025_033,ORD_00339673,86,1011.71,school,school_night,True,False,0.8837,True
GRP_0000109,ACCT_00873,TP_2024_023,ORD_00339674,51,658.24,church,church_night,True,False,0.9020,True
GRP_0000110,ACCT_00073,TP_2024_051,ORD_00339675,80,818.19,youth_sports,youth_sports_night,False,False,0.8875,True
GRP_0000111,ACCT_00161,TP_2024_035,ORD_00339676,61,738.11,church,church_night,True,False,0.9180,True
GRP_0000112,ACCT_00308,TP_2024_009,ORD_00339677,54,626.71,school,school_night,True,False,0.8519,True
GRP_0000113,ACCT_01089,TP_2024_003,ORD_00339678,70,553.62,corporate,corporate_night,True,True,0.8286,True
GRP_0000114,ACCT_00355,TP_2023_050,ORD_00339679,99,1184.82,school,school_night,True,False,0.9293,True
GRP_0000115,ACCT_00427,TP_2023_008,ORD_00339680,55,711.72,school,school_night,True,False,0.9091,True
GRP_0000116,ACCT_00245,TP_2024_069,ORD_00339681,45,818.35,local_business,school_night,False,True,0.8000,True
GRP_0000117,ACCT_00368,TP_2025_025,ORD_00339682,100,881.44,youth_sports,youth_sports_night,False,False,0.9100,True
GRP_0000118,ACCT_00027,TP_2024_020,ORD_00339683,64,946.60,youth_sports,team_event,True,False,0.8906,True
GRP_0000119,ACCT_00537,TP_2025_007,ORD_00339684,69,1358.02,youth_sports,youth_sports_night,False,False,0.9565,True
GRP_0000120,ACCT_00729,TP_2024_063,ORD_00339685,38,304.00,community_group,corporate_night,True,False,0.8947,True
GRP_0000121,ACCT_00944,TP_2025_056,ORD_00339686,31,390.94,nonprofit,team_event,True,False,0.9677,True
GRP_0000122,ACCT_00880,TP_2025_012,ORD_00339687,38,369.06,corporate,group_outing,True,True,0.9474,True
GRP_0000123,ACCT_01044,TP_2024_038,ORD_00339688,35,451.09,youth_sports,youth_sports_night,True,False,0.9714,True
GRP_0000124,ACCT_01188,TP_2024_057,ORD_00339689,87,829.90,school,school_night,True,False,0.8736,True
GRP_0000125,ACCT_01153,TP_2025_027,ORD_00339690,71,662.68,youth_sports,team_event,True,False,0.8732,True
GRP_0000126,ACCT_00492,TP_2025_007,ORD_00339691,32,409.12,school,fundraiser,True,False,0.9688,True
GRP_0000127,ACCT_01059,TP_2025_054,ORD_00339692,57,558.92,youth_sports,youth_sports_night,True,False,0.8421,True
GRP_0000128,ACCT_00895,TP_2025_017,ORD_00339693,98,1554.25,youth_sports,youth_sports_night,False,False,0.8571,True
GRP_0000129,ACCT_01090,TP_2023_060,ORD_00339694,41,445.30,local_business,corporate_night,True,True,0.8049,True
GRP_0000130,ACCT_00733,TP_2023_007,ORD_00339695,52,1053.59,church,church_night,True,False,0.8846,True
GRP_0000131,ACCT_00532,TP_2024_033,ORD_00339696,43,376.87,school,fundraiser,False,False,0.8837,True
GRP_0000132,ACCT_00201,TP_2025_037,ORD_00339697,71,718.40,corporate,corporate_night,True,True,0.9437,True
GRP_0000133,ACCT_01175,TP_2025_012,ORD_00339698,104,1293.20,school,school_night,False,False,0.8462,True
GRP_0000134,ACCT_00726,TP_2024_054,ORD_00339699,50,807.24,church,community_night,True,False,0.8200,True
GRP_0000135,ACCT_00812,TP_2023_068,ORD_00339700,14,198.97,community_group,community_night,True,False,0.9286,True
GRP_0000136,ACCT_01152,TP_2025_069,ORD_00339701,95,1480.07,school,school_night,True,False,0.9263,True
GRP_0000137,ACCT_01091,TP_2025_021,ORD_00339702,30,284.72,church,community_night,True,False,0.9667,True
GRP_0000138,ACCT_00907,TP_2024_014,ORD_00339703,72,632.90,school,school_night,True,False,0.8472,True
GRP_0000139,ACCT_00318,TP_2024_051,ORD_00339704,96,1374.35,school,school_night,True,False,0.9375,True
GRP_0000140,ACCT_01017,TP_2023_050,ORD_00339705,83,928.94,corporate,corporate_night,False,True,0.8675,True
GRP_0000141,ACCT_00345,TP_2025_025,ORD_00339706,33,358.09,community_group,community_night,True,False,0.8788,True
GRP_0000142,ACCT_00103,TP_2024_054,ORD_00339707,64,888.89,corporate,group_outing,False,True,0.7969,True
GRP_0000143,ACCT_00722,TP_2025_046,ORD_00339708,12,124.35,community_group,corporate_night,False,False,0.6667,True
GRP_0000144,ACCT_01185,TP_2023_012,ORD_00339709,41,438.58,corporate,group_outing,True,True,0.7805,True
GRP_0000145,ACCT_00300,TP_2023_064,ORD_00339710,41,1075.55,school,group_outing,True,False,0.7561,True
GRP_0000146,ACCT_00023,TP_2023_047,ORD_00339711,44,418.03,community_group,community_night,False,False,0.8182,True
GRP_0000147,ACCT_00972,TP_2024_016,ORD_00339712,25,313.06,community_group,church_night,True,False,0.8800,True
GRP_0000148,ACCT_00368,TP_2023_018,ORD_00339713,63,1864.03,youth_sports,youth_sports_night,False,False,0.8254,True
GRP_0000149,ACCT_00758,TP_2024_041,ORD_00339714,58,543.68,nonprofit,group_outing,True,False,0.7759,True
GRP_0000150,ACCT_00596,TP_2024_049,ORD_00339715,49,894.78,local_business,fundraiser,True,True,0.8367,True
GRP_0000151,ACCT_00425,TP_2024_003,ORD_00339716,70,1687.45,healthcare,corporate_night,False,True,0.8571,True
GRP_0000152,ACCT_00707,TP_2023_067,ORD_00339717,55,485.85,youth_sports,youth_sports_night,True,False,0.9091,True
GRP_0000153,ACCT_00243,TP_2023_063,ORD_00339718,53,425.74,church,community_night,True,False,0.8491,True
GRP_0000154,ACCT_00359,TP_2023_010,ORD_00339719,71,669.41,corporate,group_outing,True,True,0.8451,True
GRP_0000155,ACCT_00666,TP_2023_025,ORD_00339720,41,572.44,local_business,church_night,True,True,0.9024,True
GRP_0000156,ACCT_00900,TP_2023_018,ORD_00339721,81,1070.16,school,fundraiser,False,False,0.8765,True
GRP_0000157,ACCT_00453,TP_2025_057,ORD_00339722,33,322.53,local_business,church_night,True,True,0.8788,True
GRP_0000158,ACCT_00602,TP_2025_016,ORD_00339723,38,461.08,school,school_night,True,False,0.8158,True
GRP_0000159,ACCT_00676,TP_2025_028,ORD_00339724,60,503.04,youth_sports,youth_sports_night,True,False,0.8167,True
GRP_0000160,ACCT_01112,TP_2024_036,ORD_00339725,32,601.49,local_business,group_outing,True,True,0.8750,True
GRP_0000161,ACCT_00965,TP_2024_044,ORD_00339726,54,651.74,nonprofit,fundraiser,True,False,0.8333,True
GRP_0000162,ACCT_00416,TP_2023_041,ORD_00339727,94,768.96,school,school_night,True,False,0.8191,True
GRP_0000163,ACCT_00939,TP_2025_007,ORD_00339728,77,1765.40,corporate,group_outing,False,True,0.9091,True
GRP_0000164,ACCT_00743,TP_2024_029,ORD_00339729,57,964.65,corporate,group_outing,True,True,0.8772,True
GRP_0000165,ACCT_00943,TP_2024_049,ORD_00339730,100,857.66,school,school_night,True,False,0.9300,True
GRP_0000166,ACCT_00604,TP_2023_054,ORD_00339731,77,1110.28,youth_sports,youth_sports_night,True,False,0.7662,True
GRP_0000167,ACCT_00362,TP_2024_014,ORD_00339732,73,993.36,corporate,corporate_night,True,True,0.8493,True
GRP_0000168,ACCT_00899,TP_2025_013,ORD_00339733,35,347.34,community_group,school_night,True,False,0.8571,True
GRP_0000169,ACCT_00077,TP_2023_062,ORD_00339734,81,847.78,school,fundraiser,False,False,0.9259,True
GRP_0000170,ACCT_00831,TP_2025_009,ORD_00339735,65,797.88,church,church_night,True,False,0.8462,True
GRP_0000171,ACCT_00062,TP_2024_041,ORD_00339736,64,538.90,nonprofit,team_event,True,False,0.8750,True
GRP_0000172,ACCT_01158,TP_2025_049,ORD_00339737,59,609.74,church,church_night,False,False,0.8983,True
GRP_0000173,ACCT_00559,TP_2023_046,ORD_00339738,24,149.65,church,community_night,False,False,0.7083,True
GRP_0000174,ACCT_00213,TP_2025_020,ORD_00339739,42,476.61,youth_sports,youth_sports_night,True,False,0.8810,True
GRP_0000175,ACCT_00852,TP_2024_063,ORD_00339740,41,881.41,corporate,group_outing,False,True,1.0000,True
GRP_0000176,ACCT_00135,TP_2024_069,ORD_00339741,90,1125.29,youth_sports,youth_sports_night,True,False,0.8778,True
GRP_0000177,ACCT_00955,TP_2024_009,ORD_00339742,28,281.29,corporate,group_outing,False,False,0.8214,True
GRP_0000178,ACCT_00006,TP_2024_018,ORD_00339743,58,557.06,school,school_night,True,False,0.8448,True
GRP_0000179,ACCT_00157,TP_2025_039,ORD_00339744,100,792.14,youth_sports,team_event,True,False,0.8900,True
GRP_0000180,ACCT_00429,TP_2023_030,ORD_00339745,55,794.70,corporate,group_outing,False,True,0.8364,True
GRP_0000181,ACCT_01026,TP_2024_007,ORD_00339746,108,2476.32,school,fundraiser,False,False,0.8611,True
GRP_0000182,ACCT_00167,TP_2024_005,ORD_00339747,25,279.57,school,school_night,True,False,0.9600,True
GRP_0000183,ACCT_00163,TP_2024_046,ORD_00339748,77,1259.55,church,community_night,True,False,0.8052,True
GRP_0000184,ACCT_00425,TP_2025_026,ORD_00339749,30,615.67,healthcare,team_event,False,True,0.8000,True
GRP_0000185,ACCT_01186,TP_2023_051,ORD_00339750,33,435.93,local_business,youth_sports_night,False,True,0.7879,True
GRP_0000186,ACCT_00142,TP_2025_033,ORD_00339751,34,404.64,nonprofit,school_night,True,False,0.8235,True
GRP_0000187,ACCT_01021,TP_2023_024,ORD_00339752,51,363.14,school,fundraiser,False,False,0.8431,True
GRP_0000188,ACCT_00006,TP_2024_036,ORD_00339753,57,525.88,school,school_night,True,False,0.9474,True
GRP_0000189,ACCT_00197,TP_2025_012,ORD_00339754,31,301.81,church,church_night,False,False,0.8710,True
GRP_0000190,ACCT_00260,TP_2025_014,ORD_00339755,18,315.94,church,church_night,True,False,0.8333,True
GRP_0000191,ACCT_00293,TP_2025_020,ORD_00339756,18,157.25,church,church_night,False,False,0.7778,True
GRP_0000192,ACCT_00278,TP_2025_040,ORD_00339757,51,1059.35,community_group,corporate_night,True,False,0.7255,True
GRP_0000193,ACCT_00448,TP_2025_028,ORD_00339758,93,927.78,youth_sports,youth_sports_night,True,False,0.8495,True
GRP_0000194,ACCT_00014,TP_2023_040,ORD_00339759,86,1849.36,corporate,group_outing,True,True,0.8721,True
GRP_0000195,ACCT_00486,TP_2025_061,ORD_00339760,47,409.16,youth_sports,group_outing,True,False,0.9574,True
GRP_0000196,ACCT_00430,TP_2024_028,ORD_00339761,38,545.86,corporate,corporate_night,True,True,0.8158,True
GRP_0000197,ACCT_00287,TP_2025_031,ORD_00339762,35,234.00,youth_sports,youth_sports_night,False,False,0.8857,True
GRP_0000198,ACCT_00252,TP_2025_001,ORD_00339763,62,1482.83,local_business,team_event,False,True,0.9355,True
GRP_0000199,ACCT_01035,TP_2023_040,ORD_00339764,80,990.84,church,church_night,True,False,0.7750,True
GRP_0000200,ACCT_01111,TP_2024_019,ORD_00339765,20,422.87,corporate,group_outing,True,False,0.8000,True
GRP_0000201,ACCT_00549,TP_2024_061,ORD_00339766,71,1415.65,youth_sports,youth_sports_night,True,False,0.9296,True
GRP_0000202,ACCT_00052,TP_2023_014,ORD_00339767,14,164.44,community_group,church_night,True,False,0.9286,True
GRP_0000203,ACCT_00963,TP_2025_026,ORD_00339768,61,1274.11,youth_sports,youth_sports_night,True,False,0.9180,True
GRP_0000204,ACCT_00414,TP_2023_023,ORD_00339769,30,257.52,youth_sports,youth_sports_night,True,False,0.7667,True
GRP_0000205,ACCT_00706,TP_2024_018,ORD_00339770,43,433.40,corporate,corporate_night,False,True,0.8372,True
GRP_0000206,ACCT_00191,TP_2024_003,ORD_00339771,53,651.82,youth_sports,team_event,False,False,0.8868,True
GRP_0000207,ACCT_00441,TP_2024_014,ORD_00339772,82,2006.68,corporate,group_outing,False,True,0.7805,True
GRP_0000208,ACCT_00048,TP_2024_002,ORD_00339773,48,444.17,church,church_night,True,False,0.8542,True
GRP_0000209,ACCT_00050,TP_2025_016,ORD_00339774,77,683.86,corporate,group_outing,True,False,0.7792,True
GRP_0000210,ACCT_00220,TP_2025_038,ORD_00339775,39,489.71,community_group,corporate_night,True,False,0.8462,True
GRP_0000211,ACCT_00034,TP_2024_017,ORD_00339776,99,1485.89,youth_sports,youth_sports_night,False,False,0.9697,True
GRP_0000212,ACCT_00693,TP_2025_018,ORD_00339777,36,598.41,corporate,corporate_night,True,True,0.8889,True
GRP_0000213,ACCT_00336,TP_2025_009,ORD_00339778,26,288.70,community_group,fundraiser,False,False,0.8846,True
GRP_0000214,ACCT_00214,TP_2025_048,ORD_00339779,68,1317.74,school,school_night,False,False,0.9118,True
GRP_0000215,ACCT_00527,TP_2023_039,ORD_00339780,27,382.55,church,church_night,True,False,0.8519,True
GRP_0000216,ACCT_00572,TP_2025_003,ORD_00339781,30,562.83,church,group_outing,True,False,0.8667,True
GRP_0000217,ACCT_00416,TP_2024_009,ORD_00339782,47,618.02,school,school_night,True,False,0.8511,True
GRP_0000218,ACCT_00558,TP_2025_064,ORD_00339783,51,637.55,youth_sports,team_event,True,False,0.8431,True
GRP_0000219,ACCT_01130,TP_2024_018,ORD_00339784,20,338.32,community_group,church_night,False,False,0.9500,True
GRP_0000220,ACCT_00240,TP_2025_051,ORD_00339785,24,501.72,youth_sports,youth_sports_night,False,False,1.0000,True
GRP_0000221,ACCT_00316,TP_2023_021,ORD_00339786,18,423.30,church,community_night,True,False,0.8889,True
GRP_0000222,ACCT_00857,TP_2025_005,ORD_00339787,20,495.98,corporate,group_outing,False,False,0.7000,True
GRP_0000223,ACCT_00675,TP_2023_039,ORD_00339788,29,274.48,corporate,corporate_night,False,False,0.9310,True
GRP_0000224,ACCT_01158,TP_2025_059,ORD_00339789,38,872.64,church,church_night,False,False,0.7368,True
GRP_0000225,ACCT_00465,TP_2024_018,ORD_00339790,52,861.75,corporate,corporate_night,True,True,0.8654,True
GRP_0000226,ACCT_01035,TP_2023_022,ORD_00339791,31,323.37,church,church_night,True,False,0.8710,True
GRP_0000227,ACCT_00185,TP_2023_031,ORD_00339792,53,526.62,community_group,school_night,True,False,0.8491,True
GRP_0000228,ACCT_00508,TP_2023_024,ORD_00339793,51,474.88,corporate,corporate_night,False,False,0.7647,True
GRP_0000229,ACCT_00099,TP_2023_009,ORD_00339794,19,220.00,local_business,corporate_night,True,False,0.7895,True
GRP_0000230,ACCT_01048,TP_2024_037,ORD_00339795,55,882.19,local_business,community_night,False,True,0.8727,True
GRP_0000231,ACCT_00491,TP_2023_032,ORD_00339796,33,377.37,church,church_night,True,False,0.9091,True
GRP_0000232,ACCT_01148,TP_2023_038,ORD_00339797,89,1261.46,school,school_night,True,False,0.9101,True
GRP_0000233,ACCT_00474,TP_2023_027,ORD_00339798,88,917.63,youth_sports,team_event,True,False,0.8864,True
GRP_0000234,ACCT_01182,TP_2025_032,ORD_00339799,62,444.91,youth_sports,youth_sports_night,True,False,0.9355,True
GRP_0000235,ACCT_00014,TP_2024_058,ORD_00339800,58,741.73,corporate,group_outing,True,True,0.8276,True
GRP_0000236,ACCT_00200,TP_2023_051,ORD_00339801,61,1075.32,youth_sports,team_event,False,False,0.9180,True
GRP_0000237,ACCT_00300,TP_2025_053,ORD_00339802,99,1326.15,school,school_night,True,False,0.7576,True
